title,label,color,labeled_places_22_02_pid,labeled_places_22_02_place_id
Hermes Park-Hotel,60,#d53e8c,51924,51924
Крестовкий остров,60,#d53e8c,6609553,6609553
Марсельеза,60,#d53e8c,10093,10093
парк ЦПКиО им.С.М.Кирова,45,#fc8d62,18223754,18223754
Встречаем ЛЕТО,45,#fc8d62,624975,624975
Санкт-Петербургский Дацан Гунзэчойнэй | Буддизм,60,#d53e8c,5063477,5063477
Косметик ПРОФИ: Профессиональная косметика,60,#d53e8c,1416908,1416908
Дибуновская,60,#d53e8c,5995952,5995952
Дом хохотушек!,60,#d53e8c,15242354,15242354
Ул. Дибуновская,60,#d53e8c,9433855,9433855
"Санкт-Петербург,Старая Деревня",60,#d53e8c,18151404,18151404
Стародеревенская,59,#3ace9a,7042662,7042662
"Центр художественной гимнастики ""Жемчужина""",45,#fc8d62,10107168,10107168
ТРК «ГУЛЛИВЕР»,59,#3ace9a,5058174,5058174
ТК Гулливер,59,#3ace9a,6360948,6360948
Victoria's Secret ? Beach Bunny ? Спорт Одежда,59,#3ace9a,9290543,9290543
Серафимовское кладбище,59,#3ace9a,6136768,6136768
Гаккелевская 21,59,#3ace9a,7634267,7634267
Joker kart,59,#3ace9a,7690739,7690739
КФС,59,#3ace9a,9571860,9571860
Улица Гаккелевская 27 к2,59,#3ace9a,6729001,6729001
"Санкт-Петербург, Гаккелевская улица",59,#3ace9a,5452995,5452995
Контакт-Бар :),59,#3ace9a,10344310,10344310
"Санкт-петербург, Коменданский проспект",59,#3ace9a,5493127,5493127
Крутое место??,59,#3ace9a,8636072,8636072
McDonald`s,59,#3ace9a,8541,8541
Комендантский пр дом 8 литерА,59,#3ace9a,12539492,12539492
Комендантский пр. д. 9,59,#3ace9a,6598799,6598799
Комендатский проспект,59,#3ace9a,6612393,6612393
ТРК Атмосфера,59,#3ace9a,8126844,8126844
Метро Комендантский проспект,59,#3ace9a,11730725,11730725
Браслеты Пандора,59,#3ace9a,4375881,4375881
Ресторан «Бричмула» 24 часа,59,#3ace9a,2282413,2282413
"Saint-Petersburg, Komendantsiy prospect",59,#3ace9a,14908483,14908483
Уточкина 2,59,#3ace9a,7371053,7371053
Комендантский 13,59,#3ace9a,5339080,5339080
Коменданская,59,#3ace9a,7322810,7322810
СОВМЕСТНЫЕ ЗАКУПКИ СИМА ЛЕНД(15%) и др.,17,#e4ea8e,4153253,4153253
"ТСЖ ""КОМЕНДАНТСКИЙ-17""",59,#3ace9a,4664494,4664494
шк.555 Белогорье,59,#3ace9a,15944503,15944503
большая конюшенная  ДЛТ,59,#3ace9a,8002248,8002248
Петропаловская крепость выставка ледяных фигур,59,#3ace9a,17153712,17153712
Королева 34,59,#3ace9a,10617060,10617060
Окей Богатырский 42,59,#3ace9a,16287990,16287990
ДОМ МОЛОДЕЖИ ПРИМОРСКОГО РАЙОНА,59,#3ace9a,1709532,1709532
Проспект королева 43к1,59,#3ace9a,9815782,9815782
Мартыновская 8,59,#3ace9a,7916080,7916080
"Мартыновская,14, корп.1",59,#3ace9a,6222884,6222884
Мартыновский сквер,59,#3ace9a,9735780,9735780
Каланада Исаакиевский Собор,28,#12eded,18477232,18477232
Народного ополчения 137 корпус 1,22,#cd3cc8,11494544,11494544
Москва ВДНХ ВВЦ,22,#cd3cc8,8501942,8501942
школа 274,22,#cd3cc8,12761520,12761520
бульвар новаторов 80,22,#cd3cc8,14592903,14592903
NICO TATOO STATION,22,#cd3cc8,7306973,7306973
киллфиш,22,#cd3cc8,5315768,5315768
Discount ленинский 121,22,#cd3cc8,12079816,12079816
Discaunt,22,#cd3cc8,15706864,15706864
Leninsky Prospekt,22,#cd3cc8,19023937,19023937
"Аэропорт""Пулково 1""",19,#66d743,8579719,8579719
Дом принцессы?,22,#cd3cc8,6942779,6942779
Навруз,22,#cd3cc8,5951460,5951460
Ленинский проспект 125,22,#cd3cc8,5733444,5733444
"""вместе"" ресторан",22,#cd3cc8,13523295,13523295
"Петергоф, Ленинградская область",22,#cd3cc8,14910371,14910371
Две палочки,22,#cd3cc8,8881,8881
Трамвайный 14 Decor,22,#cd3cc8,7186573,7186573
Ауди Центр Петербург,53,#41c4db,5648047,5648047
ж/д переезд под виадуком,53,#41c4db,11521021,11521021
Цирк в Автово,53,#41c4db,10137594,10137594
Метро Кировский Завод,53,#41c4db,11977404,11977404
"стачек,75",53,#41c4db,8737503,8737503
Санкт-Петербург проспект стачек,53,#41c4db,10561500,10561500
Автовская 8,53,#41c4db,7804211,7804211
Mama Roma,53,#41c4db,9314,9314
Dog&Duck,53,#41c4db,3099,3099
"Музей ""Анна Ахматова.  Серебряный век""",53,#41c4db,14803575,14803575
Краснопутиловская 19,53,#41c4db,11221750,11221750
Краснопутиловская дом 15 банкетный зал 21 век,53,#41c4db,17107534,17107534
"Салон ""Май""",53,#41c4db,7098123,7098123
Велоцентр Автово - Магазин велосипедов!,53,#41c4db,2221800,2221800
Краснопутиловская 12,53,#41c4db,11235687,11235687
Угол Зенитчиков и Краснопутиловской,53,#41c4db,12049726,12049726
Клиника Эксклюзив +,53,#41c4db,8515362,8515362
Порт Севкабель,66,#1ae2d2,19195040,19195040
Маршала Говорова 8,53,#41c4db,9186006,9186006
Циферблат в Доме Культуры,53,#41c4db,2129469,2129469
Ретро-Антик. Нумизматика и Антиквариат,53,#41c4db,6531771,6531771
"SPORTLIFE ТК ""Румба""",53,#41c4db,7157461,7157461
ТЦ Румба,53,#41c4db,5567462,5567462
кировский завод стачек 47,23,#bb73e4,7113249,7113249
Советский союз,23,#bb73e4,5650491,5650491
Кировский ЗАГС,23,#bb73e4,8154342,8154342
ФЦ Молния,23,#bb73e4,17809459,17809459
"Санкт-Петербург,ул маршала казакова",23,#bb73e4,10568139,10568139
Турбинная 35,23,#bb73e4,12879056,12879056
НИУ-ВШЭ,23,#bb73e4,5802192,5802192
PitStop Перекопская 6,23,#bb73e4,8768330,8768330
Екатерингофский парк,69,#13d282,5427453,5427453
Екатерингоф,23,#bb73e4,8417421,8417421
Фотостудия VOLNA в аренду. Фотосессии СПб,69,#13d282,15420105,15420105
"Коттеджный поселок ""Старая Мельница""",69,#13d282,11882282,11882282
"Аренда прокат, света, звука",69,#13d282,1140316,1140316
Мотошкола Master,6,#e9e934,13207676,13207676
Типография,39,#75d098,6999748,6999748
Фитнесс Хаус Большой пр.  В.О. 68,66,#1ae2d2,8988053,8988053
Большой проспект В.О 68,22,#cd3cc8,13213536,13213536
ПАКЕТЫ-КРАФТ.РФ,39,#75d098,11612049,11612049
Санкт-Петербург Дворцовый мост,39,#75d098,9557733,9557733
22 линия василеостровского острова,39,#75d098,8898772,8898772
21-ая линия,39,#75d098,7709711,7709711
Санкт петербург 19 линия,39,#75d098,7458839,7458839
Медицинский факультет СПбГУ,39,#75d098,1774355,1774355
Василевский остров,39,#75d098,6457951,6457951
Васильевский остров 22 линия,39,#75d098,14610593,14610593
Дом Молодёжи Василеостровского Района,39,#75d098,8381420,8381420
Vasilyivskiy Island,39,#75d098,16065742,16065742
19 линия дом 20,39,#75d098,11556253,11556253
17 линия ВО,39,#75d098,8761281,8761281
Друзья Бар на ВО СПб,39,#75d098,3812661,3812661
"антикафе ""НЕвзрослые"" 0+",39,#75d098,7288512,7288512
The templet bar,39,#75d098,5412988,5412988
"29 линия Васильевского острова, д.2 Erarta museum",39,#75d098,11417035,11417035
18 линия,39,#75d098,11110543,11110543
"Центр красоты и косметологии ""PRIVILEGE"" в СПб",39,#75d098,5653542,5653542
"Санкт-Петербург, Невский проспект, 35",39,#75d098,15486306,15486306
Jager Haus,39,#75d098,9460,9460
"Средний проспект, дом 61",39,#75d098,10983116,10983116
РАНХиГС при Президенте,39,#75d098,12017742,12017742
РАНХиГС (СЗАГС),39,#75d098,5774758,5774758
Розарио,39,#75d098,4292,4292
Vasilevsky Island 15 линия,39,#75d098,13665047,13665047
14 линия д 47 ДГБ Марии Магдолины,39,#75d098,7261398,7261398
Nautilus cобытийное пространство на Васильевском,39,#75d098,14005693,14005693
Санкт-Петербург Василевский остров,39,#75d098,12902989,12902989
Ristorante LA CARBONARA,39,#75d098,3932701,3932701
Татуируйтесь !!!,44,#6f84d0,1116274,1116274
Территория искусств АРТМУЗА,39,#75d098,10913233,10913233
Арт-кластер МУЗА,66,#1ae2d2,9925031,9925031
"Студия Стильной Среды ""АрДиС""",25,#e78ac3,7566406,7566406
фотостудия [13 линия],39,#75d098,6947896,6947896
Наш отель,39,#75d098,7362780,7362780
"Набережная реки Смоленки, 14",39,#75d098,16140781,16140781
"Театральная мастерская «Образ», Санкт-Петербург.",25,#e78ac3,3393415,3393415
"Дни Рождения,выпускные, мастер классы",39,#75d098,3215268,3215268
У Уральского моста,39,#75d098,5253,5253
Piterra Home,39,#75d098,5883360,5883360
Fitness house на крестовском,60,#d53e8c,5786604,5786604
Храм Спас-на-крови,60,#d53e8c,11691978,11691978
Городская больница 9,60,#d53e8c,5790170,5790170
9-я городская больница,60,#d53e8c,7022752,7022752
Стадион динамо,60,#d53e8c,5902854,5902854
Санкт петербург приморский парк победы,60,#d53e8c,12146028,12146028
Дельфинарий Санкт- Петербург,45,#fc8d62,11575323,11575323
Морской проспект 33,60,#d53e8c,9532562,9532562
Crazy zebra,60,#d53e8c,10491775,10491775
Крейзи зебра,60,#d53e8c,7014229,7014229
Резиденция на Крестовском,60,#d53e8c,6653869,6653869
"Крестовский остров,набережная Мартынова",60,#d53e8c,12378532,12378532
ЦПКиО им. С.М. Кирова на Елагином острове,60,#d53e8c,4322771,4322771
фестиваль тюльпанов,60,#d53e8c,14964408,14964408
STEREOLETO 2016,45,#fc8d62,15384513,15384513
"Климатика-СПБ бытовая, климатическая техника",23,#bb73e4,2177220,2177220
Полевая сабировская 54,59,#3ace9a,5406703,5406703
Fitness House на комендантском,59,#3ace9a,5455057,5455057
Розарио,59,#3ace9a,4292,4292
Круиз Мебельный Центр,59,#3ace9a,8266802,8266802
Зимняя сказка!,59,#3ace9a,328946,328946
Ресторан Плюшкин,59,#3ace9a,5450581,5450581
Ginza ресторан Плюшкин,16,#d4c233,14518828,14518828
Molly/Молли,59,#3ace9a,5410512,5410512
Квакин,59,#3ace9a,6023280,6023280
XXXX на Комендантском,59,#3ace9a,7027242,7027242
"ТК""Миллер""",59,#3ace9a,7268176,7268176
Jolly Bar,59,#3ace9a,5335423,5335423
Новостройки СПб | Недвижимость,59,#3ace9a,16798033,16798033
Королева проспект 30к1,59,#3ace9a,7988500,7988500
ПентХаус ПОДНЕБЕСНАЯ - SkySpace,59,#3ace9a,7518538,7518538
Толстый фраер,59,#3ace9a,6030,6030
Каменка озеро,16,#d4c233,5707704,5707704
Шуваловский карьер,40,#cb8e2b,1700696,1700696
Северный лес,31,#2be462,8257966,8257966
Музей Восстания машин,31,#2be462,14898099,14898099
Гольфстрим комарово,31,#2be462,6381472,6381472
"Парголово, Выборгское шоссе",31,#2be462,7539343,7539343
Дизайн студия интерьеров коттеджа офиса квартиры,22,#cd3cc8,4428704,4428704
народного ополчения 115,22,#cd3cc8,15726652,15726652
"проспект Народного Ополчения, 105",22,#cd3cc8,12811667,12811667
SugarRoom Olga Nikiforova,22,#cd3cc8,16399713,16399713
539 школа,22,#cd3cc8,5417297,5417297
фитнесхаус,22,#cd3cc8,7297488,7297488
фитнесс хаус новаторов,22,#cd3cc8,14672965,14672965
семейный очаг,22,#cd3cc8,7132949,7132949
ТРК «Французский Бульвар»,22,#cd3cc8,2865928,2865928
Французский бульвар,22,#cd3cc8,9720956,9720956
Pi italiano,22,#cd3cc8,7863268,7863268
St.petersburg center,22,#cd3cc8,7865169,7865169
ТЦ Нарва,22,#cd3cc8,12978912,12978912
Shannon pab,22,#cd3cc8,9668,9668
Shannon,22,#cd3cc8,3590,3590
Санкт-Петербург метро Нарвская,53,#41c4db,6281740,6281740
Автовская 15,53,#41c4db,9517815,9517815
